company,company_website,company_domain,contact_url,contact_type,email,email_domain,is_generic,dropped_third_party_email,evidence_clean,source,score
Reederei Norden-Frisia,https://reederei-frisia.de/,reederei-frisia.de,https://reederei-frisia.de/,other,info@inselbus-norderney.de,inselbus-norderney.de,True,False,s-norderney.de Telefon: 04932 9131312 Email: info@inselbus-norderney.de </swiper,company_site,13
Reederei Norden-Frisia,https://reederei-frisia.de/,reederei-frisia.de,https://reederei-frisia.de/,other,info@nordsee-bike.de,nordsee-bike.de,True,False,rdsee-bike.de Telefon: 04932 9913980 Email: info@nordsee-bike.de </swiper,company_site,13
Reederei Norden-Frisia,https://reederei-frisia.de/,reederei-frisia.de,https://reederei-frisia.de/,other,info@inselfracht.de,inselfracht.de,True,False,nselfracht.de Telefon: 04931 9871153 Email: info@inselfracht.de </swiper,company_site,13
Reederei Norden-Frisia,https://reederei-frisia.de/,reederei-frisia.de,https://reederei-frisia.de/,other,info@reederei-frisia.de,reederei-frisia.de,True,False,w.inselparker.de Telefon: 04931 9870 Email: info@reederei-frisia.de </swiper,company_site,13
Reederei Norden-Frisia,https://reederei-frisia.de/,reederei-frisia.de,https://reederei-frisia.de/kontakt,contact,,,False,False,contact page discovered (no email found),company_site,3
Rehau Group,http://www.rehau.com,rehau.com,http://www.rehau.com/group-en/contact,press,press@rehau.com,rehau.com,True,False,"l h2"">Press contact Mail: press@rehau.com </di",company_site,15
Rehau Group,http://www.rehau.com,rehau.com,http://www.rehau.com/group-en/contact,contact,contact@raumedic.com,raumedic.com,True,False,"rel=""noopener"">+49 9252359-0 Mail: contact@raumedic.com </p",company_site,14
Rehau Group,http://www.rehau.com,rehau.com,http://www.rehau.com/group-en/contact,contact,info@rehau.com,rehau.com,True,False,"rel=""noopener"">+49 9283 77-0 Mail: info@rehau.com </div",company_site,14
Rehau Group,http://www.rehau.com,rehau.com,http://www.rehau.com/group-en/contact,contact,info@meraxis-group.com,meraxis-group.com,True,False,"el=""noopener"">+41 31 950 3112 Mail: info@meraxis-group.com <",company_site,14
Rehau Group,http://www.rehau.com,rehau.com,http://www.rehau.com/group-en/contact,contact,info@rehau-newventures.com,rehau-newventures.com,True,False,"""noopener"">+49 9283 59131 000 Mail: info@rehau-newventures.com<",company_site,14
Rehau Group,http://www.rehau.com,rehau.com,http://www.rehau.com/group-en/about-us,contact,,,False,False,contact page discovered (no email found),company_site,3
Rehau Group,http://www.rehau.com,rehau.com,https://www.rehau.com/group-en/about-us#facts-figures,contact,,,False,False,contact page discovered (no email found),company_site,3
Rehau Group,http://www.rehau.com,rehau.com,https://www.rehau.com/group-en/about-us#rehau-building-solutions,contact,,,False,False,contact page discovered (no email found),company_site,3
Rehau Group,http://www.rehau.com,rehau.com,https://www.rehau.com/group-en/about-us#rehau-industrial-solutions,contact,,,False,False,contact page discovered (no email found),company_site,3
Rehau Group,http://www.rehau.com,rehau.com,https://www.rehau.com/group-en/about-us#rehau-interior-solutions,contact,,,False,False,contact page discovered (no email found),company_site,3
Rhein-Main-Verkehrsverbund,https://www.rmv.de,rmv.de,https://www.rmv.de/c/de/rechtliche-hinweise/impressum,press,info@rmv.de,rmv.de,True,False,"n Link im aktuellen Fenster"" class=""mail""> info@rmv.de (nicht für Kundenanliegen) Anfragen, A",company_site,14
Rhein-Main-Verkehrsverbund,https://www.rmv.de,rmv.de,https://www.rmv.de/c/de/service/kontakt/fundsachen,contact,info@kvgof.de,kvgof.de,True,False,"script:linkTo_UnCryptMailto(%27kygjrm8gldmYitemd%2Cbc%27);"">info@kvgof.de Webseite: <a class=""external-link-new-window"" title",company_site,13
Rhein-Main-Verkehrsverbund,https://www.rmv.de,rmv.de,https://www.rmv.de/c/de/ueber-uns/presse/pressekontakt,press,pressestelle@rmv.de,rmv.de,False,False,"lto(%27kygjrm8npcqqcqrcjjcYpkt%2Cbc%27);""> pressestelle@rmv.de . <div id=""c178625"" class=""channel-",company_site,11
Rhein-Main-Verkehrsverbund,https://www.rmv.de,rmv.de,https://www.rmv.de/c/de/ueber-uns/presse/rmv-in-zahlen,press,,,False,False,contact page discovered (no email found),company_site,3
Rhein-Main-Verkehrsverbund,https://www.rmv.de,rmv.de,https://www.rmv.de/c/de/fahrplan/linien-netze/expressbusse,press,,,False,False,contact page discovered (no email found),company_site,3
Rhein-Main-Verkehrsverbund,https://www.rmv.de,rmv.de,https://www.rmv.de/c/de/service/kontakt/rmv-servicetelefon,contact,,,False,False,contact page discovered (no email found),company_site,2
Rhönsprudel,http://www.rhoensprudel.de/,rhoensprudel.de,http://www.rhoensprudel.de/presse,press,,,False,False,contact page discovered (no email found),company_site,4
Rhönsprudel,http://www.rhoensprudel.de/,rhoensprudel.de,http://www.rhoensprudel.de/impressum,press,,,False,False,contact page discovered (no email found),company_site,4
Rhönsprudel,http://www.rhoensprudel.de/,rhoensprudel.de,http://www.rhoensprudel.de/unternehmen/ueber-uns,sales_partnership,,,False,False,contact page discovered (no email found),company_site,4
Rhönsprudel,http://www.rhoensprudel.de/,rhoensprudel.de,http://www.rhoensprudel.de/unternehmen/unsere-geschichte,sales_partnership,,,False,False,contact page discovered (no email found),company_site,4
Rhönsprudel,http://www.rhoensprudel.de/,rhoensprudel.de,http://www.rhoensprudel.de/kontakt,contact,,,False,False,contact page discovered (no email found),company_site,3
Rhönsprudel,http://www.rhoensprudel.de/,rhoensprudel.de,http://www.rhoensprudel.de/unternehmen/rhoensprudel-gruppe,sales_partnership,,,False,False,contact page discovered (no email found),company_site,3
RiffReporter,https://www.riffreporter.de/,riffreporter.de,https://www.riffreporter.de/de/impressum,press,info@riffreporter.de,riffreporter.de,True,False,"u003ca href=\""mailto:info@riffreporter.de\"" class=\""email\""\u003einfo@riffreporter.de\u003c/a\u003e\u003c/p\u003e\u003ch3\u003eVerbraucherstreitb",company_site,15
RiffReporter,https://www.riffreporter.de/,riffreporter.de,https://www.riffreporter.de/,support,info@riffreporter.de,riffreporter.de,True,False,"generic"":""Ein Fehler ist aufgetreten."",""vars.supportEmail"":""info@riffreporter.de"",""forms.togglePasswordVisibility"":""Passwort-Sichtbarkeit um",company_site,13
RiffReporter,https://www.riffreporter.de/,riffreporter.de,https://www.riffreporter.de/de/technik/airbus-wasserstoffflugzeug-klimaneutrales-fliegen-verschiebung-2035,contact,contact@christianschwaegerl.de,christianschwaegerl.de,True,False,"w.christian-schwaegerl.de E-Mail: contact@christianschwaegerl.de Tel: <a href=""tel",company_site,13
RiffReporter,https://www.riffreporter.de/,riffreporter.de,https://www.riffreporter.de/de/technik/airbus-wasserstoffflugzeug-klimaneutrales-fliegen-verschiebung-2035,other,info@riffreporter.de,riffreporter.de,True,False,"k? Schreiben Sie uns an info@riffreporter.de ! <div class=""n",company_site,11
RiffReporter,https://www.riffreporter.de/,riffreporter.de,https://www.riffreporter.de/de/gesellschaft/ki-deutschland-automatisierung-arbeitskultur-transformation-digitalisierung-wirtschaft,other,info@riffreporter.de,riffreporter.de,True,False,"k? Schreiben Sie uns an info@riffreporter.de ! <div class=""n",company_site,11
Robert Bosch,https://www.bosch.com/,bosch.com,https://www.bosch.com/contact/,contact,,,False,False,contact page discovered (no email found),company_site,3
Robert Bosch,https://www.bosch.com/,bosch.com,https://www.bosch.com/company/leadership/,contact,,,False,False,contact page discovered (no email found),company_site,3
Robert Bosch,https://www.bosch.com/,bosch.com,https://www.bosch.com/careers/,careers,,,False,False,contact page discovered (no email found),company_site,2
Robert Bosch,https://www.bosch.com/,bosch.com,https://www.bosch.com/legal-notice/?prevent-auto-open-privacy-settings=1,legal,,,False,False,contact page discovered (no email found),company_site,2
Robert Bosch,https://www.bosch.com/,bosch.com,https://www.bosch.com/careers/why-bosch/,careers,,,False,False,contact page discovered (no email found),company_site,2
Robert Bosch,https://www.bosch.com/,bosch.com,https://www.bosch.com/careers/fields-of-work/,careers,,,False,False,contact page discovered (no email found),company_site,2
RTL Nord GmbH,https://company.rtl.com/de/company/unternehmen/rtl-nord-gmbh-/,rtl.com,https://company.rtl.com/de/investor-relations/,investor_relations,,,False,False,contact page discovered (no email found),company_site,5
RTL Nord GmbH,https://company.rtl.com/de/company/unternehmen/rtl-nord-gmbh-/,rtl.com,https://company.rtl.com/de/media/,press,,,False,False,contact page discovered (no email found),company_site,4
RTL Nord GmbH,https://company.rtl.com/de/company/unternehmen/rtl-nord-gmbh-/,rtl.com,https://company.rtl.com/de/contact/,contact,,,False,False,contact page discovered (no email found),company_site,3
RTL Nord GmbH,https://company.rtl.com/de/company/unternehmen/rtl-nord-gmbh-/,rtl.com,https://company.rtl.com/de/about-rtl/,contact,,,False,False,contact page discovered (no email found),company_site,3
RTL Nord GmbH,https://company.rtl.com/de/company/unternehmen/rtl-nord-gmbh-/,rtl.com,https://company.rtl.com/de/about-rtl/board/,contact,,,False,False,contact page discovered (no email found),company_site,3
RTL Nord GmbH,https://company.rtl.com/de/company/unternehmen/rtl-nord-gmbh-/,rtl.com,https://company.rtl.com/de/about-rtl/overview/,contact,,,False,False,contact page discovered (no email found),company_site,3
Sailcoop,https://www.sailcoop.fr/fr/,sailcoop.fr,https://www.sailcoop.fr/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.9,press,,,False,False,contact page discovered (no email found),company_site,3
Sailcoop,https://www.sailcoop.fr/fr/,sailcoop.fr,https://www.sailcoop.fr/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17,press,,,False,False,contact page discovered (no email found),company_site,3
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/unternehmen,sales_partnership,info.mpt@mannesmann.com,mannesmann.com,True,False,"en=""kygjrm8gldm,knrYkyllcqkyll,amk"" data-mailto-vector=""-2"">info.mpt@mannesmann.com <a href=""http://www.mannesmann-precision-tubes.com""",company_site,15
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/unternehmen,sales_partnership,info.mlp@mannesmann.com,mannesmann.com,True,False,"en=""kygjrm8gldm,kjnYkyllcqkyll,amk"" data-mailto-vector=""-2"">info.mlp@mannesmann.com <a href=""http://www.mannesmann-linepipe.com"" target",company_site,15
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/unternehmen,sales_partnership,info.mgr@mannesmann.com,mannesmann.com,True,False,"en=""kygjrm8gldm,kepYkyllcqkyll,amk"" data-mailto-vector=""-2"">info.mgr@mannesmann.com <a href=""http://www.mannesmann-grossrohr.com"" targe",company_site,15
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/unternehmen,sales_partnership,info@szmh-group.com,szmh-group.com,True,False,"-token=""kygjrm8gldmYqxkf+epmsn,amk"" data-mailto-vector=""-2"">info@szmh-group.com <a href=""http://www.salzgitter-mannesmann-handel.de",company_site,15
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/unternehmen,sales_partnership,info.service@rohrbiegewerk.de,rohrbiegewerk.de,True,False,"gjrm8gldm,qcptgacYpmfpzgcecucpi,bc"" data-mailto-vector=""-2"">info.service@rohrbiegewerk.de <a href=""https://www.rohrbiegewerk.de/de/index.html",company_site,15
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/unternehmen,sales_partnership,info.service@sz.szmf.de,szmf.de,True,False,"en=""kygjrm8gldm,qcptgacYqx,qxkd,bc"" data-mailto-vector=""-2"">info.service@sz.szmf.de <a href=""http://www.salzgitter-mannesmann-forschung",company_site,15
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/unternehmen#c4769,sales_partnership,info.mpt@mannesmann.com,mannesmann.com,True,False,"en=""kygjrm8gldm,knrYkyllcqkyll,amk"" data-mailto-vector=""-2"">info.mpt@mannesmann.com <a href=""http://www.mannesmann-precision-tubes.com""",company_site,15
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/unternehmen#c4769,sales_partnership,info.mlp@mannesmann.com,mannesmann.com,True,False,"en=""kygjrm8gldm,kjnYkyllcqkyll,amk"" data-mailto-vector=""-2"">info.mlp@mannesmann.com <a href=""http://www.mannesmann-linepipe.com"" target",company_site,15
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/unternehmen#c4769,sales_partnership,info.mgr@mannesmann.com,mannesmann.com,True,False,"en=""kygjrm8gldm,kepYkyllcqkyll,amk"" data-mailto-vector=""-2"">info.mgr@mannesmann.com <a href=""http://www.mannesmann-grossrohr.com"" targe",company_site,15
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/unternehmen#c4769,sales_partnership,info@szmh-group.com,szmh-group.com,True,False,"-token=""kygjrm8gldmYqxkf+epmsn,amk"" data-mailto-vector=""-2"">info@szmh-group.com <a href=""http://www.salzgitter-mannesmann-handel.de",company_site,15
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/unternehmen#c4769,sales_partnership,info.service@rohrbiegewerk.de,rohrbiegewerk.de,True,False,"gjrm8gldm,qcptgacYpmfpzgcecucpi,bc"" data-mailto-vector=""-2"">info.service@rohrbiegewerk.de <a href=""https://www.rohrbiegewerk.de/de/index.html",company_site,15
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/unternehmen#c4769,sales_partnership,info.service@sz.szmf.de,szmf.de,True,False,"en=""kygjrm8gldm,qcptgacYqx,qxkd,bc"" data-mailto-vector=""-2"">info.service@sz.szmf.de <a href=""http://www.salzgitter-mannesmann-forschung",company_site,15
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/unternehmen#c4810,sales_partnership,info.mpt@mannesmann.com,mannesmann.com,True,False,"en=""kygjrm8gldm,knrYkyllcqkyll,amk"" data-mailto-vector=""-2"">info.mpt@mannesmann.com <a href=""http://www.mannesmann-precision-tubes.com""",company_site,15
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/unternehmen#c4810,sales_partnership,info.mlp@mannesmann.com,mannesmann.com,True,False,"en=""kygjrm8gldm,kjnYkyllcqkyll,amk"" data-mailto-vector=""-2"">info.mlp@mannesmann.com <a href=""http://www.mannesmann-linepipe.com"" target",company_site,15
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/unternehmen#c4810,sales_partnership,info.mgr@mannesmann.com,mannesmann.com,True,False,"en=""kygjrm8gldm,kepYkyllcqkyll,amk"" data-mailto-vector=""-2"">info.mgr@mannesmann.com <a href=""http://www.mannesmann-grossrohr.com"" targe",company_site,15
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/unternehmen#c4810,sales_partnership,info@szmh-group.com,szmh-group.com,True,False,"-token=""kygjrm8gldmYqxkf+epmsn,amk"" data-mailto-vector=""-2"">info@szmh-group.com <a href=""http://www.salzgitter-mannesmann-handel.de",company_site,15
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/unternehmen#c4810,sales_partnership,info.service@rohrbiegewerk.de,rohrbiegewerk.de,True,False,"gjrm8gldm,qcptgacYpmfpzgcecucpi,bc"" data-mailto-vector=""-2"">info.service@rohrbiegewerk.de <a href=""https://www.rohrbiegewerk.de/de/index.html",company_site,15
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/unternehmen#c4810,sales_partnership,info.service@sz.szmf.de,szmf.de,True,False,"en=""kygjrm8gldm,qcptgacYqx,qxkd,bc"" data-mailto-vector=""-2"">info.service@sz.szmf.de <a href=""http://www.salzgitter-mannesmann-forschung",company_site,15
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/impressum,press,impressum@salzgitter-ag.de,salzgitter-ag.de,False,False,"""kygjrm8gknpcqqskYqyjxegrrcp+ye,bc"" data-mailto-vector=""-2"">impressum@salzgitter-ag.de Sitz der Gesellschaft: Salzgitter Regis",company_site,13
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,https://www.mannesmann.com/de/jobskarriere,careers,,,False,False,contact page discovered (no email found),company_site,2
Sartorius AG,http://www.sartorius.com/,sartorius.com,http://www.sartorius.com/en/company/newsroom?ban_position=hp_cc_news&amp;ban_name=explore_newsroom,press,info@sartorius.com,sartorius.com,True,False,"ish"", ""German"" ], ""areaServed"": [ ""DE"", ""EN"" ] }, ""email"": ""info@sartorius.com"", ""address"": { ""@type"": ""PostalAddress"", ""streetAddress"": """,company_site,15
Sartorius AG,http://www.sartorius.com/,sartorius.com,http://www.sartorius.com/en/contact-us,contact,info@sartorius.com,sartorius.com,True,False,"ish"", ""German"" ], ""areaServed"": [ ""DE"", ""EN"" ] }, ""email"": ""info@sartorius.com"", ""address"": { ""@type"": ""PostalAddress"", ""streetAddress"": """,company_site,14
Sartorius AG,http://www.sartorius.com/,sartorius.com,http://www.sartorius.com/,other,info@sartorius.com,sartorius.com,True,False,"ish"", ""German"" ], ""areaServed"": [ ""DE"", ""EN"" ] }, ""email"": ""info@sartorius.com"", ""address"": { ""@type"": ""PostalAddress"", ""streetAddress"": """,company_site,13
Sartorius AG,http://www.sartorius.com/,sartorius.com,http://www.sartorius.com/en/company/careers?nav_teaser,careers,info@sartorius.com,sartorius.com,True,False,"ish"", ""German"" ], ""areaServed"": [ ""DE"", ""EN"" ] }, ""email"": ""info@sartorius.com"", ""address"": { ""@type"": ""PostalAddress"", ""streetAddress"": """,company_site,13
Sartorius AG,http://www.sartorius.com/,sartorius.com,http://www.sartorius.com/en/company/careers,careers,info@sartorius.com,sartorius.com,True,False,"ish"", ""German"" ], ""areaServed"": [ ""DE"", ""EN"" ] }, ""email"": ""info@sartorius.com"", ""address"": { ""@type"": ""PostalAddress"", ""streetAddress"": """,company_site,13
Sartorius AG,http://www.sartorius.com/,sartorius.com,http://www.sartorius.com/en/company/careers?ban_position=home_quicklinks&amp;ban_name=6_careers,careers,info@sartorius.com,sartorius.com,True,False,"ish"", ""German"" ], ""areaServed"": [ ""DE"", ""EN"" ] }, ""email"": ""info@sartorius.com"", ""address"": { ""@type"": ""PostalAddress"", ""streetAddress"": """,company_site,13
Sartorius AG,http://www.sartorius.com/,sartorius.com,https://www.sartorius.com/en/company/careers?ban_position=hp_cc_dash&amp;ban_name=2_careers,careers,info@sartorius.com,sartorius.com,True,False,"ish"", ""German"" ], ""areaServed"": [ ""DE"", ""EN"" ] }, ""email"": ""info@sartorius.com"", ""address"": { ""@type"": ""PostalAddress"", ""streetAddress"": """,company_site,13
SCAU,https://www.scau.com/fr/home,scau.com,https://www.scau.com/article/conference-de-presse-bfpe,press,,,False,False,contact page discovered (no email found),company_site,3
SCAU,https://www.scau.com/fr/home,scau.com,https://www.scau.com/fr/legals,legal,,,False,False,contact page discovered (no email found),company_site,2
SCAU,https://www.scau.com/fr/home,scau.com,https://www.scau.com/article/seminaire-maintenir-seance-09-maintenir-plus-reparer-moins-de-la-parole-au-geste,contact,,,False,False,contact page discovered (no email found),company_site,2
Schenck Process,http://www.schenckprocess.com/,schenckprocess.com,http://www.schenckprocess.com/legal-notice,legal,info@qlar.com,qlar.com,True,False,1 51-15 31 0 F +49 61 51-15 31 66 info@qlar.com Management,company_site,12
Schlosshotel Kronberg,https://schlosshotel-kronberg.com/,schlosshotel-kronberg.com,https://schlosshotel-kronberg.com/de/impressum,press,info@hessische-hausstiftung.de,hessische-hausstiftung.de,True,False,/ 701-514 Fax: + 49 (0) 6173 / 701-544 E-Mail: info@hessische-hausstiftung.de Die Hessische Hausstiftung ist eine Stiftung nac,company_site,15
Schneider Electric,https://www.se.com,se.com,https://www.se.com/ww/en/about-us/newsroom/,press,,,False,False,contact page discovered (no email found),company_site,4
Schneider Electric,https://www.se.com,se.com,https://www.se.com/ww/en/about-us/,contact,,,False,False,contact page discovered (no email found),company_site,3
Schneider Electric,https://www.se.com,se.com,https://www.se.com/ww/en/about-us/events/,contact,,,False,False,contact page discovered (no email found),company_site,3
Schneider Electric,https://www.se.com,se.com,https://www.se.com/ww/en/about-us/alliances/,contact,,,False,False,contact page discovered (no email found),company_site,3
Schneider Electric,https://www.se.com,se.com,https://www.se.com/ww/en/about-us/innovation/,contact,,,False,False,contact page discovered (no email found),company_site,3
Schneider Electric,https://www.se.com,se.com,https://www.se.com/ww/en/work/support/,support,,,False,False,contact page discovered (no email found),company_site,2
Schulz & Schulz Architekten,http://schulz-und-schulz.com/,schulz-und-schulz.com,https://schulz-und-schulz.com/impressum/,press,,,False,False,contact page discovered (no email found),company_site,4
Schulz & Schulz Architekten,http://schulz-und-schulz.com/,schulz-und-schulz.com,https://schulz-und-schulz.com/kontakt/,contact,,,False,False,contact page discovered (no email found),company_site,3
Schulz & Schulz Architekten,http://schulz-und-schulz.com/,schulz-und-schulz.com,https://schulz-und-schulz.com/projekte/polizeirevier-chemnitz-sud/,contact,,,False,False,contact page discovered (no email found),company_site,2
Schulz & Schulz Architekten,http://schulz-und-schulz.com/,schulz-und-schulz.com,https://schulz-und-schulz.com/projekte/innenraum-kirche-st-rochus/,contact,,,False,False,contact page discovered (no email found),company_site,2
Schulz & Schulz Architekten,http://schulz-und-schulz.com/,schulz-und-schulz.com,https://schulz-und-schulz.com/projekte/katholische-propsteikirche-st-trinitatis-leipzig/,contact,,,False,False,contact page discovered (no email found),company_site,2
Schörghuber Unternehmensgruppe,https://www.schoerghuber.group/,schoerghuber.group,https://www.schoerghuber.group/_nuxt/SocialMediaCard.-D-VGoKW.css,press,,,False,False,contact page discovered (no email found),company_site,3
Secusmart,https://www.secusmart.com/,secusmart.com,https://www.secusmart.com/de/kontakt/,sales_partnership,sales@secusmart.com,secusmart.com,True,False,nfach an oder schreiben uns eine E-Mail an: sales@secusmart.com Secusmart GmbH Heinri,company_site,15
Secusmart,https://www.secusmart.com/,secusmart.com,https://www.secusmart.com/de/impressum,press,info@secusmart.de,secusmart.de,True,False,1-44739-0 Fax: +49 (0)211-44739 6-249 E-mail: info@secusmart.de,company_site,15
Secusmart,https://www.secusmart.com/,secusmart.com,https://www.secusmart.com/de/contact-us,sales_partnership,sales@secusmart.de,secusmart.de,True,False,"prechen, oder senden Sie uns eine E-Mail an sales@secusmart.de <div class=",company_site,15
Secusmart,https://www.secusmart.com/,secusmart.com,https://www.secusmart.com/de/about-us,contact,,,False,False,contact page discovered (no email found),company_site,3
SeDomicilier,https://sedomicilier.fr/,sedomicilier.fr,https://sedomicilier.fr/presse,press,presse@sedomicilier.com,sedomicilier.com,True,False,"text-weight-semibold has-text-decoration-none"" href=""mailto:presse@sedomicilier.com"">presse@sedomicilier.fr <div cla",company_site,15
SeDomicilier,https://sedomicilier.fr/,sedomicilier.fr,https://sedomicilier.fr/presse,press,presse@sedomicilier.fr,sedomicilier.fr,True,False,"text-decoration-none"" href=""mailto:presse@sedomicilier.com"">presse@sedomicilier.fr <div c",company_site,15
SeDomicilier,https://sedomicilier.fr/,sedomicilier.fr,https://sedomicilier.fr/etre-contacte,contact,,,False,False,contact page discovered (no email found),company_site,3
SeDomicilier,https://sedomicilier.fr/,sedomicilier.fr,https://sedomicilier.fr/fiches-pratiques/domiciliation/tout-savoir-sur-la-domiciliation,contact,,,False,False,contact page discovered (no email found),company_site,2
SeDomicilier,https://sedomicilier.fr/,sedomicilier.fr,https://sedomicilier.fr/fiches-pratiques/actualites/reformes-legales,legal,,,False,False,contact page discovered (no email found),company_site,1
Sennelier,https://www.sennelier-colors.com/,sennelier-colors.com,https://www.sennelier-colors.com/en/Savoir-faire_55.html,contact,,,False,False,contact page discovered (no email found),company_site,3
SHV Holdings,http://www.shv.nl,shv.nl,https://www.shv.nl/contact/,contact,info@shv.nl,shv.nl,True,False,info@shv.nl,company_site,13
SHV Holdings,http://www.shv.nl,shv.nl,http://www.shv.nl,other,info@shv.nl,shv.nl,True,False,info@shv.nl,company_site,12
SHV Holdings,http://www.shv.nl,shv.nl,https://www.shv.nl/jobs/,careers,info@shv.nl,shv.nl,True,False,info@shv.nl,company_site,12
SHV Holdings,http://www.shv.nl,shv.nl,https://www.shv.nl/news/123respira-copy/,other,info@shv.nl,shv.nl,True,False,info@shv.nl,company_site,12
Siemens Gamesa,https://www.siemensgamesa.com/,siemensgamesa.com,https://www.siemensgamesa.com/global/en/home/about-us.html,other,info@siemensgamesa.com,siemensgamesa.com,True,False,"hlp-hover-hook "">",company_site,12
Siemens Gamesa,https://www.siemensgamesa.com/,siemensgamesa.com,https://www.siemensgamesa.com/global/en/home/about-us/management.html,other,info@siemensgamesa.com,siemensgamesa.com,True,False,"hlp-hover-hook "">",company_site,11
Siemens Gamesa,https://www.siemensgamesa.com/,siemensgamesa.com,https://www.siemensgamesa.com/global/en/home/about-us/company-history.html,other,info@siemensgamesa.com,siemensgamesa.com,True,False,"hlp-hover-hook "">",company_site,11
Siemens Gamesa,https://www.siemensgamesa.com/,siemensgamesa.com,https://www.siemensgamesa.com/global/en/home/press-releases.html,press,,,False,False,contact page discovered (no email found),company_site,3
Siemens Gamesa,https://www.siemensgamesa.com/,siemensgamesa.com,https://www.siemensgamesa.com/global/en/home/general/contact.html,contact,,,False,False,contact page discovered (no email found),company_site,2
Siemens Gamesa,https://www.siemensgamesa.com/,siemensgamesa.com,https://www.siemensgamesa.com/global/en/home/general/us-legal-notice.html,legal,,,False,False,contact page discovered (no email found),company_site,1
Sinequa,http://www.sinequa.com/,sinequa.com,https://www.sinequa.com/company/press/,press,,,False,False,contact page discovered (no email found),company_site,4
Sinequa,http://www.sinequa.com/,sinequa.com,http://www.sinequa.com/company/press/,press,,,False,False,contact page discovered (no email found),company_site,4
Sinequa,http://www.sinequa.com/,sinequa.com,https://www.sinequa.com/contact/,contact,,,False,False,contact page discovered (no email found),company_site,3
Sinequa,http://www.sinequa.com/,sinequa.com,http://www.sinequa.com/contact/,contact,,,False,False,contact page discovered (no email found),company_site,3
Sinequa,http://www.sinequa.com/,sinequa.com,https://www.sinequa.com/legal-information/,legal,,,False,False,contact page discovered (no email found),company_site,2
Sinequa,http://www.sinequa.com/,sinequa.com,https://www.sinequa.com/solutions/legal-work/,legal,,,False,False,contact page discovered (no email found),company_site,2
Sinn,http://www.sinn.de/de/,sinn.de,https://www.sinn.de/unsere-welt/pressebereich/,press,info.marketing@sinn.de,sinn.de,True,False,e Sie schreiben an: info.marketing@sinn.de </d,company_site,14
Sinn,http://www.sinn.de/de/,sinn.de,https://www.sinn.de/unsere-welt/pressebereich/,press,info@sinn.de,sinn.de,True,False,rmular info@sinn.de <a href,company_site,14
Sinn,http://www.sinn.de/de/,sinn.de,https://www.sinn.de/kontakt-werksverkauf/,contact,info@sinn.de,sinn.de,True,False,rmular info@sinn.de <a href,company_site,13
Sinn,http://www.sinn.de/de/,sinn.de,http://www.sinn.de/de/,other,info@sinn.de,sinn.de,True,False,rmular info@sinn.de <a href,company_site,12
SK Gaming,http://www.sk-gaming.com,sk-gaming.com,https://www.sk-gaming.com/contact,contact,info@sk-gaming.com,sk-gaming.com,True,False,9 221 430 640 30 Email: info@sk-gaming.com &nbs,company_site,14
SK Gaming,http://www.sk-gaming.com,sk-gaming.com,https://www.sk-gaming.com/about,contact,,,False,False,contact page discovered (no email found),company_site,3
SK Gaming,http://www.sk-gaming.com,sk-gaming.com,https://www.sk-gaming.com/teams/nebula,contact,,,False,False,contact page discovered (no email found),company_site,3
