company,company_website,company_domain,best_contact_type,best_contact_email,best_contact_url,best_score,alt_emails,alt_urls,evidence_clean,source
proProduktmanagement GmbH,https://www.pro-productmanagement.com,pro-productmanagement.com,contact,info@pro-productmanagement.com,https://www.pro-productmanagement.com,14,info@pro-productmanagement.com | info@pro-productmanagement.com | info@pro-productmanagement.com,https://www.pro-productmanagement.com/contact | https://www.pro-productmanagement.com/legal | https://www.pro-productmanagement.com/about-us,"""contactType"": ""Customer Service"", ""email"": ""info@pro-productmanagement.com"" }, ""aggregateRating"": { ""@type"": ""Aggr",company_site
Prosegur,http://prosegur.de/,prosegur.de,press,,http://prosegur.de/impressum,4,,http://prosegur.de/ueber-uns/media-center | http://prosegur.de/dienstleistungsunternehmen | http://prosegur.de/ueber-uns/ein-verantwortungsbewusstes-unternehmen,contact page discovered (no email found),company_site
Publicis,https://www.publicisgroupe.com/,publicisgroupe.com,investor_relations,investor-relations@publicisgroupe.com,https://www.publicisgroupe.com/fr/news-fr/communiques-de-presse,15,,https://www.publicisgroupe.com/fr/le-groupe/Histoire | https://www.publicisgroupe.com/fr/investisseurs/actionnaires/message-du-president,"ass=""contact-us__informations""> <a href=""mailto:investor-relations@publicisgroupe.com"" data-gtm=""Contact|Mailto|investor-relations@publicisgroupe",company_site
Q116345636,https://www.letrainvoyage.fr/,letrainvoyage.fr,legal,contact@letrainvoyage.fr,https://www.letrainvoyage.fr/mentions-legales/,13,,https://www.letrainvoyage.fr/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=9d1776cbd66a5faf0f006cc16a579b6d | https://www.letrainvoyage.fr/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17 | https://www.letrainvoyage.fr/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.0.1,ong>Responsable publication : Alain Gétraud – contact@letrainvoyage.fr Le responsable publication est une personne physique ou,company_site
Q131894787,http://www.deepl.com,deepl.com,support,support@DeepL.com,http://www.deepl.com,13,support@DeepL.com | support@DeepL.com | support@DeepL.com,http://www.deepl.com/en/contact-us | https://www.deepl.com/en/contact-us | http://www.deepl.com/en/teams/legal,"ebook, or Apple may not use DeepL Pro. Please contact us at support@DeepL.com for exceptions.\"",\""error_noInternetConnection\"":\""There se",company_site
Q16567407,http://www.johannes-verlag.de/,johannes-verlag.de,contact,kontakt@johannes-verlag.de,http://www.johannes-verlag.de/jh_kontakt.htm,12,,,"9 (0761) 64 01 69 E-Mail: kontakt@johannes-verlag.de <font color=""#000000""",company_site
Q23014836,https://www.hellofresh.com,hellofresh.com,press,pr@hellofresh.com,https://www.hellofresh.com/about/press,15,ir@hellofresh.com | hello@hellofresh.com | hello@hellofresh.com,https://www.hellofresh.com/about/press | https://www.hellofresh.com/about/press | https://www.hellofresh.com,"ns "",""description"":""\u003ca href='mailto:pr@hellofresh.com'\u003epr@hellofresh.com\u003c/a\u003e"",""iconUrl"":""https://cdn.hellofresh.com/au/cms",company_site
Q847141,https://trenitalia.fr/,trenitalia.fr,press,,https://trenitalia.fr/informations/espace-presse/,4,,https://trenitalia.fr/contact/ | https://trenitalia.fr/contact/nous-rejoindre/ | https://trenitalia.fr/contact/nous-contacter/,contact page discovered (no email found),company_site
Rational AG,http://www.rational-online.com/GB_en/,rational-online.com,other,info@rational-online.com,http://www.rational-online.com/en_gb/company/about-us/,13,,https://www.rational-online.com/media/layout/css/print.css | http://www.rational-online.com/en_gb/customercare/contact/ | http://www.rational-online.com/en_gb/company/about-us/awards/,"den RATIONAL-Mitarbeitern geleisteten Arbeit."", ""email"": ""info@rational-online.com"", ""telephone"": ""+49 (0)8191-327-0"", ""address"": { ""@",company_site
Reederei Norden-Frisia,https://reederei-frisia.de/,reederei-frisia.de,press,info@inselexpress.de,https://reederei-frisia.de/,15,info@reederei-frisia.de | info@inselfaehre.de | info@inseltouristik.de,https://reederei-frisia.de/impressum | https://reederei-frisia.de/unternehmen | https://reederei-frisia.de/unternehmen,.inselexpress.de Telefon: 04931 9870 Email: info@inselexpress.de </swiper,company_site
Rehau Group,http://www.rehau.com,rehau.com,press,press@rehau.com,http://www.rehau.com/group-en/contact,15,contact@raumedic.com | info@rehau.com | info@meraxis-group.com,http://www.rehau.com/group-en/contact | http://www.rehau.com/group-en/contact | http://www.rehau.com/group-en/contact,"l h2"">Press contact Mail: press@rehau.com </di",company_site
Rhein-Main-Verkehrsverbund,https://www.rmv.de,rmv.de,press,info@rmv.de,https://www.rmv.de/c/de/rechtliche-hinweise/impressum,14,info@kvgof.de | pressestelle@rmv.de,https://www.rmv.de/c/de/service/kontakt/fundsachen | https://www.rmv.de/c/de/ueber-uns/presse/pressekontakt | https://www.rmv.de/c/de/ueber-uns/presse/rmv-in-zahlen,"n Link im aktuellen Fenster"" class=""mail""> info@rmv.de (nicht für Kundenanliegen) Anfragen, A",company_site
Rhönsprudel,http://www.rhoensprudel.de/,rhoensprudel.de,press,,http://www.rhoensprudel.de/presse,4,,http://www.rhoensprudel.de/impressum | http://www.rhoensprudel.de/unternehmen/ueber-uns | http://www.rhoensprudel.de/unternehmen/unsere-geschichte,contact page discovered (no email found),company_site
RiffReporter,https://www.riffreporter.de/,riffreporter.de,press,info@riffreporter.de,https://www.riffreporter.de/de/impressum,15,info@riffreporter.de | contact@christianschwaegerl.de | info@riffreporter.de,https://www.riffreporter.de/ | https://www.riffreporter.de/de/technik/airbus-wasserstoffflugzeug-klimaneutrales-fliegen-verschiebung-2035 | https://www.riffreporter.de/de/technik/airbus-wasserstoffflugzeug-klimaneutrales-fliegen-verschiebung-2035,"u003ca href=\""mailto:info@riffreporter.de\"" class=\""email\""\u003einfo@riffreporter.de\u003c/a\u003e\u003c/p\u003e\u003ch3\u003eVerbraucherstreitb",company_site
Robert Bosch,https://www.bosch.com/,bosch.com,contact,,https://www.bosch.com/contact/,3,,https://www.bosch.com/company/leadership/ | https://www.bosch.com/careers/ | https://www.bosch.com/legal-notice/?prevent-auto-open-privacy-settings=1,contact page discovered (no email found),company_site
RTL Nord GmbH,https://company.rtl.com/de/company/unternehmen/rtl-nord-gmbh-/,rtl.com,investor_relations,,https://company.rtl.com/de/investor-relations/,5,,https://company.rtl.com/de/media/ | https://company.rtl.com/de/contact/ | https://company.rtl.com/de/about-rtl/,contact page discovered (no email found),company_site
Sailcoop,https://www.sailcoop.fr/fr/,sailcoop.fr,press,,https://www.sailcoop.fr/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.9,3,,https://www.sailcoop.fr/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17,contact page discovered (no email found),company_site
Salzgitter Mannesmann,https://www.mannesmann.com/de/home,mannesmann.com,sales_partnership,info.mpt@mannesmann.com,https://www.mannesmann.com/de/unternehmen,15,info.mlp@mannesmann.com | info.mgr@mannesmann.com | info@szmh-group.com,https://www.mannesmann.com/de/unternehmen | https://www.mannesmann.com/de/unternehmen | https://www.mannesmann.com/de/unternehmen,"en=""kygjrm8gldm,knrYkyllcqkyll,amk"" data-mailto-vector=""-2"">info.mpt@mannesmann.com <a href=""http://www.mannesmann-precision-tubes.com""",company_site
Sartorius AG,http://www.sartorius.com/,sartorius.com,press,info@sartorius.com,http://www.sartorius.com/en/company/newsroom?ban_position=hp_cc_news&amp;ban_name=explore_newsroom,15,info@sartorius.com | info@sartorius.com | info@sartorius.com,http://www.sartorius.com/en/contact-us | http://www.sartorius.com/ | http://www.sartorius.com/en/company/careers?nav_teaser,"ish"", ""German"" ], ""areaServed"": [ ""DE"", ""EN"" ] }, ""email"": ""info@sartorius.com"", ""address"": { ""@type"": ""PostalAddress"", ""streetAddress"": """,company_site
SCAU,https://www.scau.com/fr/home,scau.com,press,,https://www.scau.com/article/conference-de-presse-bfpe,3,,https://www.scau.com/fr/legals | https://www.scau.com/article/seminaire-maintenir-seance-09-maintenir-plus-reparer-moins-de-la-parole-au-geste,contact page discovered (no email found),company_site
Schenck Process,http://www.schenckprocess.com/,schenckprocess.com,legal,info@qlar.com,http://www.schenckprocess.com/legal-notice,12,,,1 51-15 31 0 F +49 61 51-15 31 66 info@qlar.com Management,company_site
Schlosshotel Kronberg,https://schlosshotel-kronberg.com/,schlosshotel-kronberg.com,press,info@hessische-hausstiftung.de,https://schlosshotel-kronberg.com/de/impressum,15,,,/ 701-514 Fax: + 49 (0) 6173 / 701-544 E-Mail: info@hessische-hausstiftung.de Die Hessische Hausstiftung ist eine Stiftung nac,company_site
Schneider Electric,https://www.se.com,se.com,press,,https://www.se.com/ww/en/about-us/newsroom/,4,,https://www.se.com/ww/en/about-us/ | https://www.se.com/ww/en/about-us/events/ | https://www.se.com/ww/en/about-us/alliances/,contact page discovered (no email found),company_site
Schulz & Schulz Architekten,http://schulz-und-schulz.com/,schulz-und-schulz.com,press,,https://schulz-und-schulz.com/impressum/,4,,https://schulz-und-schulz.com/kontakt/ | https://schulz-und-schulz.com/projekte/polizeirevier-chemnitz-sud/ | https://schulz-und-schulz.com/projekte/innenraum-kirche-st-rochus/,contact page discovered (no email found),company_site
Schörghuber Unternehmensgruppe,https://www.schoerghuber.group/,schoerghuber.group,press,,https://www.schoerghuber.group/_nuxt/SocialMediaCard.-D-VGoKW.css,3,,,contact page discovered (no email found),company_site
Secusmart,https://www.secusmart.com/,secusmart.com,sales_partnership,sales@secusmart.com,https://www.secusmart.com/de/kontakt/,15,info@secusmart.de | sales@secusmart.de,https://www.secusmart.com/de/impressum | https://www.secusmart.com/de/contact-us | https://www.secusmart.com/de/about-us,nfach an oder schreiben uns eine E-Mail an: sales@secusmart.com Secusmart GmbH Heinri,company_site
SeDomicilier,https://sedomicilier.fr/,sedomicilier.fr,press,presse@sedomicilier.com,https://sedomicilier.fr/presse,15,presse@sedomicilier.fr,https://sedomicilier.fr/presse | https://sedomicilier.fr/etre-contacte | https://sedomicilier.fr/fiches-pratiques/domiciliation/tout-savoir-sur-la-domiciliation,"text-weight-semibold has-text-decoration-none"" href=""mailto:presse@sedomicilier.com"">presse@sedomicilier.fr <div cla",company_site
Sennelier,https://www.sennelier-colors.com/,sennelier-colors.com,contact,,https://www.sennelier-colors.com/en/Savoir-faire_55.html,3,,,contact page discovered (no email found),company_site
SHV Holdings,http://www.shv.nl,shv.nl,contact,info@shv.nl,https://www.shv.nl/contact/,13,info@shv.nl | info@shv.nl | info@shv.nl,http://www.shv.nl | https://www.shv.nl/jobs/ | https://www.shv.nl/news/123respira-copy/,info@shv.nl,company_site
Siemens Gamesa,https://www.siemensgamesa.com/,siemensgamesa.com,other,info@siemensgamesa.com,https://www.siemensgamesa.com/global/en/home/about-us.html,12,info@siemensgamesa.com | info@siemensgamesa.com,https://www.siemensgamesa.com/global/en/home/about-us/management.html | https://www.siemensgamesa.com/global/en/home/about-us/company-history.html | https://www.siemensgamesa.com/global/en/home/press-releases.html,"hlp-hover-hook "">",company_site
Sinequa,http://www.sinequa.com/,sinequa.com,press,,https://www.sinequa.com/company/press/,4,,http://www.sinequa.com/company/press/ | https://www.sinequa.com/contact/ | http://www.sinequa.com/contact/,contact page discovered (no email found),company_site
Sinn,http://www.sinn.de/de/,sinn.de,press,info.marketing@sinn.de,https://www.sinn.de/unsere-welt/pressebereich/,14,info@sinn.de | info@sinn.de | info@sinn.de,https://www.sinn.de/unsere-welt/pressebereich/ | https://www.sinn.de/kontakt-werksverkauf/ | http://www.sinn.de/de/,e Sie schreiben an: info.marketing@sinn.de </d,company_site
SK Gaming,http://www.sk-gaming.com,sk-gaming.com,contact,info@sk-gaming.com,https://www.sk-gaming.com/contact,14,,https://www.sk-gaming.com/about | https://www.sk-gaming.com/teams/nebula | https://www.sk-gaming.com/teams/sk-brawl-stars,9 221 430 640 30 Email: info@sk-gaming.com &nbs,company_site
Socialnet GmbH,https://www.socialnet.de,socialnet.de,press,,https://www.socialnet.de/impressum.html,4,,https://www.socialnet.de/social-media.html | https://www.socialnet.de/kontakt.html,contact page discovered (no email found),company_site
Souleiado,https://www.souleiado.com,souleiado.com,contact,,https://www.souleiado.com/fr/maison/voir-tout,3,,https://www.souleiado.com/fr/soldes/accessoires | https://www.souleiado.com/fr/femme/accessoires-femme | https://www.souleiado.com/fr/homme/accessoires-homme,contact page discovered (no email found),company_site
SpaceHey,https://spacehey.com/,spacehey.com,press,press@spacehey.com,https://spacehey.com/about,15,support@spacehey.com | info@tibush.com | support@spacehey.com,https://spacehey.com/ | https://spacehey.com/ | https://spacehey.com/help,"ave any press inquiries, please contact press@spacehey.com Fo",company_site
Spar- und Kreditbank des Bundes Freier evangelischer Gemeinden,https://www.skbwitten.de/,skbwitten.de,press,info@skbwitten.de,https://www.skbwitten.de/impressum.html,15,,https://www.skbwitten.de/firmenkunden.html | https://www.skbwitten.de/firmenkunden/zahlungsverkehr/uebersicht.html | https://www.skbwitten.de/firmenkunden/vermoegen-eigenkapital/uebersicht.html,")2302 93030-0 Fax: +49 (0)2302 93030-34 E-Mail: info@skbwitten.de <div class=""render-containerClasses-containe",company_site
Stabila,http://www.stabila.de/,stabila.de,sales_partnership,,http://www.stabila.de/de/unternehmen.html,4,,http://www.stabila.de/de/unternehmen/geschichte.html | http://www.stabila.de/de/kontakt.html | http://www.stabila.de/de/service/pressemeldungen.html,contact page discovered (no email found),company_site
Stiebel Eltron,http://www.stiebel-eltron.de/,stiebel-eltron.de,press,,http://www.stiebel-eltron.de/de/info/impressum.html,4,,http://www.stiebel-eltron.de/de/home/unternehmen/brandbox.html | http://www.stiebel-eltron.de/de/home/unternehmen/compliance.html | http://www.stiebel-eltron.de/de/home/unternehmen/karriere.html,contact page discovered (no email found),company_site
Stiftung Journalistenakademie Dr. Hooffacker,http://www.journalistenakademie.de/,journalistenakademie.de,contact,info@journalistenakademie.de,https://www.journalistenakademie.de/kontaktanfahrt/,14,,https://www.journalistenakademie.de/presse-2/ | https://www.journalistenakademie.de/social-media/ | https://www.journalistenakademie.de/blog/tag/pressearbeit/,Hooffacker GmbH & Co. KG E-Mail: info (at) journa,company_site
Stoic Money,https://www.stoicmoneycoach.com/,stoicmoneycoach.com,contact,,https://www.stoicmoneycoach.com/about-team,3,,https://www.stoicmoneycoach.com/about-vittorio,contact page discovered (no email found),company_site
Studiwork,https://www.studiwork.com,studiwork.com,press,hello@studiwork.com,https://www.studiwork.com/impressum/,15,hello@studiwork.com | hello@studiwork.com,https://www.studiwork.com | https://www.studiwork.com/hilfe-support/ | https://www.studiwork.com/wp-content/uploads/2020/06/cropped-studiwork_logo_circle_shadow_full_800x800-32x32.png,"ype"":""customer service"",""contactOption"":""TollFree"",""email"":""hello@studiwork.com"",""availableLanguage"":[""de"",""en""]},""founder"":[{""@type"":""Pers",company_site
SUSE,https://www.suse.com/,suse.com,sales_partnership,sales-inquiries-apac@suse.com,https://www.suse.com/contact/,15,Sales-Inquiries-LATAM@suse.com | contact-uki@suse.com | contact-mena@suse.com,https://www.suse.com/contact/ | https://www.suse.com/contact/ | https://www.suse.com/contact/,", ""contactType"": ""Sales"", ""email"": ""sales-inquiries-apac@suse.com"", ""name"": ""Suse - Shenyang"", ""areaS",company_site
Symrise,http://www.symrise.com/,symrise.com,investor_relations,ir@symrise.com,http://www.symrise.com/investors/,16,info@symrise.com | ir@symrise.com | jobs@symrise.com,http://www.symrise.com/investors/ir-contact/ | http://www.symrise.com/investors/ir-contact/ | http://www.symrise.com/contact/,/div> Email us,company_site
Synthopol,https://www.synthopol.com/de/,synthopol.com,contact,info@will-co.nl,https://www.synthopol.com/kontakt#deutschland,14,info@synthopol.com | info@synthopol.com | info@synthopol.com,https://www.synthopol.com/impressum | https://www.synthopol.com/wer-wir-sind/#unternehmen | https://www.synthopol.com/kontakt#deutschland,"tent/uploads/2025/01/icons8-mail-20.png"" /> info@will-co.nl",company_site
Südzucker,https://www.suedzuckergroup.com/,suedzuckergroup.com,contact,,https://www.suedzuckergroup.com/en/contact,3,,https://www.suedzuckergroup.com/en/careers/training | https://www.suedzuckergroup.com/en/careers/students | https://www.suedzuckergroup.com/en/careers/graduates,contact page discovered (no email found),company_site
Tamron,https://www.tamron.com/,tamron.com,investor_relations,,https://www.tamron.com/global/ir/,5,,https://www.tamron.com/global/ir/cg/ | https://www.tamron.com/global/ir/faq/ | https://www.tamron.com/global/ir/event/,contact page discovered (no email found),company_site
Tchibo,https://www.tchibo.com/,tchibo.com,press,info@tchibo-mobil.de,https://www.tchibo.com/de/de/news/press-contact,15,,,bo MOBIL Kundenservice. Per E-Mail info@tchibo-mobil.de oder telefonisch,company_site
Tendre'S,https://www.tendreslove.com,tendreslove.com,contact,contact@tendreslove.com,https://www.tendreslove.com,14,contact@tendreslove.com | contact@tendreslove.com | contact@tendreslove.com,https://www.tendreslove.com/fr/avoirs | https://www.tendreslove.com/fr/41-t-shirts | https://www.tendreslove.com/fr/6-accessoires,"""true""> Écrivez-nous : contact@tendreslove.com",company_site
thyssenkrupp AG,https://www.thyssenkrupp.com/,thyssenkrupp.com,contact,info@thyssenkrupp.com,https://www.thyssenkrupp.com/de/kontakt.html,14,info@thyssenkrupp.onmicrosoft.com,https://www.thyssenkrupp.com/de/kontakt.html | https://www.thyssenkrupp.com/de/newsroom | https://www.thyssenkrupp.com/de/newsroom/,"data-class-name=\\\""link-email-no-text\\\"" href=\\\""mailto:info@thyssenkrupp.com\\\"" rel=\\\""nofollow\\\"">info@thyssenkrupp.com oder nut",company_site
TRAMAG,https://tramag.de/,tramag.de,press,,https://tramag.de/impressum/,4,,https://tramag.de/unternehmen/news/ | https://tramag.de/unternehmen/leitbild/ | https://tramag.de/unternehmen/ueber-uns/,contact page discovered (no email found),company_site
Traton,https://traton.com,traton.com,press,media-relations@traton.com,https://traton.com,15,media-relations@traton.com | media-relations@traton.com | media-relations@traton.com,https://traton.com/en/mediabox.html | https://traton.com/en/company/about-us.html | https://traton.com/en/newsroom/stories.html,Contact <ad,company_site
Trianel,http://www.trianel.com/,trianel.com,press,Presse@trianel.com,http://www.trianel.com/,15,Presse@trianel.com | info@trianel.com | Info@trianel.com,http://www.trianel.com/presse | http://www.trianel.com/impressum | http://www.trianel.com/unternehmen/kontakt,"+49 (0) 241 413 20-413 <a href=""mailto:Presse@trianel.com"" class=""contacts__item__content-contact-link"" title=""Email",company_site
Tropical Islands,http://www.tropical-islands.de,tropical-islands.de,press,,http://www.tropical-islands.de/impressum,4,,http://www.tropical-islands.de/veranstaltungen-und-gruppen/firmen---mice/anreize | http://www.tropical-islands.de/veranstaltungen-und-gruppen/firmen---mice/tagungen | http://www.tropical-islands.de/veranstaltungen-und-gruppen/firmen---mice/kapazitaeten,contact page discovered (no email found),company_site
TUI Cruises,http://www.tuicruises.com/,tuicruises.com,press,,http://www.tuicruises.com/_next/static/media/mein-schiff.166e0133.svg,3,,http://www.tuicruises.com/_next/static/media/tui-cruises.aa1065ef.svg,contact page discovered (no email found),company_site
Tönnies Holding,http://www.toennies.de,toennies.de,press,,https://www.toennies.de/presse/,4,,https://www.toennies.de/impressum/ | https://www.toennies.de/kontakt/ | https://www.toennies.de/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.4,contact page discovered (no email found),company_site
Verbio,https://www.verbio.de/,verbio.de,press,info@verbio.de,https://www.verbio.de/impressum/,15,ir@verbio.de | info@verbio.de,https://www.verbio.de/investor-relations/ | https://www.verbio.de/kontakt/ | https://www.verbio.de/unternehmen/,big Telefon: 0341 308530-0 E-Mail: info@verbio.de USt-ID-Nr.: DE249455862 E,company_site
Viessmann,https://viessmann-modell.com,viessmann-modell.com,press,info@viessmann-modell.com,https://viessmann-modell.com/Informationen/Impressum/,15,support@walk3.eu | info@viessmann-modell.com,https://viessmann-modell.com/Informationen/Impressum/ | https://viessmann-modell.com/Shop-Service/Hilfe-Support/ | https://viessmann-modell.com/carmotion/software-firmware/,93 4019 E-Mail: info@viessmann-modell.com <,company_site
VSM Vereinigte Schmirgel- und Maschinen-Fabriken AG,https://www.vsmabrasives.com,vsmabrasives.com,sales_partnership,sales@vsmabrasives.com,https://www.vsmabrasives.com/en/products/vsm-actirox,14,,,our grinding process! Please get in touch,company_site
Watergate,http://www.water-gate.de,water-gate.de,press,info@water-gate.de,http://www.water-gate.de/de/media/media.html,14,info@water-gate.de | support-deutschland@google.com | info@water-gate.de,http://www.water-gate.de/de/contact/impressum/impressum.html | http://www.water-gate.de/de/contact/impressum/impressum.html | http://www.water-gate.de/de/contact/contact.html,"info@water-gate.de <div class=""col-sm-3 col-md",company_site
Wayna Pitch,https://www.waynapitch.com,waynapitch.com,sales_partnership,sales@waynapitch.com,https://www.waynapitch.com/sales,15,contact@waynapitch.com,https://www.waynapitch.com/contact,"lassname=""button""><a data-testid=""linkElement"" href=""mailto:sales@waynapitch.com"" target=""_self"" class=""StylableButton2545352419__root style",company_site
Wayss & Freytag,http://www.wf-ingbau.de,wf-ingbau.de,press,info@wf-ib.de,http://www.wf-ingbau.de/impressum/,15,info@wf-ib.de | grossprojekte@wf-ib.de,http://www.wf-ingbau.de/kontakt/ | http://www.wf-ingbau.de/kontakt/ | http://www.wf-ingbau.de/media-center/,"132 60489 Frankfurt am Main E-Mail: info@wf-ib.de Internet: <a href=""http://www.wf-ib.",company_site
Webasto SE,http://www.webasto.com,webasto.com,press,,http://www.webasto.com/en-int/newsroom.html,4,,http://www.webasto.com/en-int/heating/air-heater.html | http://www.webasto.com/en-int/footer-navigation/meta-nav/contact.html,contact page discovered (no email found),company_site
Westdeutscher Rundfunk,https://www.wdr.de/,wdr.de,press,,https://www.wdr.de/mediathek/index.html,4,,https://www.wdr.de/unternehmen/index.html | https://www.wdr.de/mediathek/podcast/index.html | https://www.wdr.de/mediathek/html/regional/index.xml,contact page discovered (no email found),company_site
why do birds,https://www.whydobirds.de/,whydobirds.de,press,hello@whydobirds.de,https://www.whydobirds.de/impressum,14,hello@whydobirds.de | hello@whydobirds.de | hello@whydobirds.de,https://www.whydobirds.de/kontakt | https://www.whydobirds.de/ | https://www.whydobirds.de/team,Â Â +49 â 30 â 555 78 33 74 EÂ Â Â hello@whydobirds.de,company_site
Wiedemann & Berg Television,https://www.w-b-television.de/,w-b-television.de,press,info@w-b.film,https://www.w-b-television.de/impressum,15,info@w-b.film | info@w-b.film,https://www.w-b-television.de/impressum/ | https://www.w-b-television.de/kontakt/,13 810 Telefax: +49. 89. 999 513 193 E-Mail: info@w-b.film Geschäftsführer: Benjamin Bened,company_site
Wilkhahn,http://www.wilkhahn.de/,wilkhahn.de,contact,contact@wilkhahn.de,http://www.wilkhahn.de/,14,,,"ref=""tel:+4950429990"">+49 5042 999-0 contact@wilkhahn.de <div class=""col",company_site
William Grant & Sons,http://www.williamgrant.com,williamgrant.com,press,contact@wgrant.com,http://www.williamgrant.com/gb/contact/,15,,,tails for our offices as below or e-mail us contact@wgrant.com For all media en,company_site
Yapiko Animation,https://yapiko.fr/,yapiko.fr,contact,contact@yapiko-animation.com,https://yapiko.fr/contact-2/,14,,https://yapiko.fr/iron-vandetta/ | https://yapiko.fr/wp-content/themes/circolare/style.css?ver=1 | https://yapiko.fr/wp-content/themes/circolare/css/main.css?ver=1,id='emailAddress' type='hidden' name='emailAddress' value='contact@yapiko-animation.com' /> <div id='mail_success,company_site
Yorck Kinogruppe,https://www.yorck.de/,yorck.de,press,kontakt@yorck.de,https://www.yorck.de/impressum,13,kontakt@yorck.de | kontakt@yorck.de | kontakt@yorck.de,https://www.yorck.de/ | https://www.yorck.de/kontakt | https://www.yorck.de/jobs,"tType"":""administrative"",""telephone"":""+49302129800"",""email"":""kontakt@yorck.de""},""sameAs"":[""https://de-de.facebook.com/yorck.kinogruppe/"",",company_site
ZAUBAR,https://zaubar.com,zaubar.com,press,,https://zaubar.com/en/press,4,,https://zaubar.com/en/contact | https://zaubar.com/en/careers,contact page discovered (no email found),company_site
ZF Sachs,https://aftermarket.zf.com/go/en/sachs/home/,zf.com,contact,,https://aftermarket.zf.com/en/aftermarket-portal/our-brands/about-us/,2,,https://aftermarket.zf.com/en/aftermarket-portal/our-portfolio/diagnostics-repair/ | https://aftermarket.zf.com/en/aftermarket-portal/our-portfolio/diagnostics-repair/zf-testman/ | https://aftermarket.zf.com/en/aftermarket-portal/our-portfolio/diagnostics-repair/test-benches/,contact page discovered (no email found),company_site
Ziehl-Abegg SE,http://www.ziehl-abegg.com/,ziehl-abegg.com,press,info@ziehl-abegg.de,http://www.ziehl-abegg.com/impressum,15,info@ziehl-abegg.de | info@ziehl-abegg.at | info@ziehl-abegg.ch,http://www.ziehl-abegg.com/unternehmen/kontakt | http://www.ziehl-abegg.com/impressum | http://www.ziehl-abegg.com/impressum,"_blank"" target>+49 7940 16 0 E-Mail: info@ziehl-abegg.de",company_site
Züblin,https://www.zueblin.de/,zueblin.de,other,info@zueblin.de,https://www.zueblin.de/,12,,,Tel. +49 711 7883-0 info@zueblin.de <,company_site
