person_name,role,company,company_country,industry,person_website,company_website,linkedin_profile,company_linkedin,wikidata_person,wikidata_company,info_link,cluster_id,cluster_label,cluster_reason,best_contact_email,best_contact_url,best_contact_type,sources
Eberhard Göschel,Founder,Obergrabenpresse,Germany,,,,,,http://www.wikidata.org/entity/Q1279035,http://www.wikidata.org/entity/Q63183792,https://www.google.com/search?q=Eberhard+G%C3%B6schel+Obergrabenpresse,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Eberhard Schnelle,Founder,Metaplan,Germany,business and other management consultancy activities,,https://www.metaplan.com/,,,http://www.wikidata.org/entity/Q1279371,http://www.wikidata.org/entity/Q458157,https://www.google.com/search?q=Eberhard+Schnelle+Metaplan,C0069,,Shared group: industries=business and other management consultancy activities; countries=Germany; companies=Metaplan,,https://www.metaplan.com/de/about-us/metaplan-approach/,press,wikidata
Luc Ferrari,Founder,La Muse en circuit,France,creative industries,http://www.lucferrari.org/,,,,http://www.wikidata.org/entity/Q1279889,http://www.wikidata.org/entity/Q27868350,https://www.google.com/search?q=Luc+Ferrari+La+Muse+en+circuit,C0014,,"Shared group: industries=creative industries; countries=France, Germany; companies=La Muse en circuit, Atelier théâtre de l'École alsacienne",,,,wikidata
Thomas Buberl,CEO,AXA,France,insurance,,https://www.axa.com/,,https://www.linkedin.com/company/axa,http://www.wikidata.org/entity/Q128205309,http://www.wikidata.org/entity/Q160054,https://www.google.com/search?q=Thomas+Buberl+AXA,C0021,,"Shared group: industries=insurance; countries=Germany, France; companies=Gothaer Group, Deutschnationale Versicherungs-Aktiengesellschaft",privacy@axa.com,https://www.axa.com/en/press/events,press,wikidata
Eric Caen,Founder,Titus Interactive,France,video game industry,,,https://www.linkedin.com/in/ericcaen,,http://www.wikidata.org/entity/Q128214944,http://www.wikidata.org/entity/Q2300984,https://www.google.com/search?q=Eric+Caen+Titus+Interactive,C0009,,"Shared group: industries=video game industry; countries=Germany, France; companies=Infogrames, Chimera Entertainment",,,,wikidata
Hervé Caen,Founder,Titus Interactive,France,video game industry,,,https://www.linkedin.com/in/hervé-caen-8a2721a,,http://www.wikidata.org/entity/Q128215010,http://www.wikidata.org/entity/Q2300984,https://www.google.com/search?q=Herv%C3%A9+Caen+Titus+Interactive,C0009,,"Shared group: industries=video game industry; countries=Germany, France; companies=Infogrames, Chimera Entertainment",,,,wikidata
Stefan Marx,Founder,ZAUBAR,Germany,information technology,,https://zaubar.com,,https://www.linkedin.com/company/zaubar,http://www.wikidata.org/entity/Q128234896,http://www.wikidata.org/entity/Q128228566,https://www.google.com/search?q=Stefan+Marx+ZAUBAR,C0017,,"Shared group: industries=information technology; countries=Germany; companies=Allgeier SE, ZAUBAR",,https://zaubar.com/en/press,press,wikidata
Anne-Sophie Panzer,Founder,ZAUBAR,Germany,information technology,,https://zaubar.com,,https://www.linkedin.com/company/zaubar,http://www.wikidata.org/entity/Q128234921,http://www.wikidata.org/entity/Q128228566,https://www.google.com/search?q=Anne-Sophie+Panzer+ZAUBAR,C0017,,"Shared group: industries=information technology; countries=Germany; companies=Allgeier SE, ZAUBAR",,https://zaubar.com/en/press,press,wikidata
Julien Belliato,Founder,Electra,France,charging station,,https://www.go-electra.com/,,https://www.linkedin.com/company/electra-charge,http://www.wikidata.org/entity/Q128596201,http://www.wikidata.org/entity/Q128592938,https://www.google.com/search?q=Julien+Belliato+Electra,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",pro-france@go-electra.com,https://www.go-electra.com/de/contact/,press,wikidata
Augustin Derville,Founder,Electra,France,charging station,,https://www.go-electra.com/,,https://www.linkedin.com/company/electra-charge,http://www.wikidata.org/entity/Q128597061,http://www.wikidata.org/entity/Q128592938,https://www.google.com/search?q=Augustin+Derville+Electra,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",pro-france@go-electra.com,https://www.go-electra.com/de/contact/,press,wikidata
Robert Allgeier,Founder,Allgeier SE,Germany,information technology,,http://www.allgeier-holding.de/,,,http://www.wikidata.org/entity/Q128597747,http://www.wikidata.org/entity/Q2648743,https://www.google.com/search?q=Robert+Allgeier+Allgeier+SE,C0017,,"Shared group: industries=information technology; countries=Germany; companies=Allgeier SE, ZAUBAR",,,,wikidata
Adam Baker,CEO,Audi Formula Racing GmbH,Germany,automotive industry,https://www.audi-mediacenter.com/en/biographies/adam-baker-biography-14967,,,,http://www.wikidata.org/entity/Q128638881,http://www.wikidata.org/entity/Q128638711,https://www.google.com/search?q=Adam+Baker+Audi+Formula+Racing+GmbH,C0005,,"Shared group: industries=automotive industry; countries=Germany; companies=Augmentation Industries, Groupe BMW",,,,wikidata
Robert Williamson,Founder,Goguet-Williamson,France,,,,,,http://www.wikidata.org/entity/Q128639696,http://www.wikidata.org/entity/Q111381371,https://www.google.com/search?q=Robert+Williamson+Goguet-Williamson,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Helmut Schlotterer,Founder,Marc Cain,Germany,,,https://www.marc-cain.com/,,,http://www.wikidata.org/entity/Q128642277,http://www.wikidata.org/entity/Q63342543,https://www.google.com/search?q=Helmut+Schlotterer+Marc+Cain,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,https://www.marc-cain.com/Shop/Accessoires/,investor_relations,wikidata
Georg Endress,Founder,Endress+Hauser,France,industrial parts manufacturer,,https://www.fr.endress.com/fr,,,http://www.wikidata.org/entity/Q1286455,http://www.wikidata.org/entity/Q134645464,https://www.google.com/search?q=Georg+Endress+Endress%2BHauser,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",info-gm.fr@endress.com,https://www.fr.endress.com/fr/groupe-endress-hauser/centre-presse,press,wikidata
Eduard Breuninger,Founder,Breuninger,Germany,retail,,https://www.breuninger.com/,,https://www.linkedin.com/company/breuninger,http://www.wikidata.org/entity/Q1288071,http://www.wikidata.org/entity/Q911217,https://www.google.com/search?q=Eduard+Breuninger+Breuninger,C0004,,"Shared group: industries=retail; countries=Germany, France; companies=ATU, Fielmann",,https://www.breuninger.com/de/marken/birkenstock/,investor_relations,wikidata
Eduard Züblin,Founder,Züblin,Germany,construction,,https://www.zueblin.de/,,,http://www.wikidata.org/entity/Q1290520,http://www.wikidata.org/entity/Q247910,https://www.google.com/search?q=Eduard+Z%C3%BCblin+Z%C3%BCblin,C0016,,"Shared group: industries=construction; countries=Germany; companies=Züblin, Bilfinger SE",info@zueblin.de,https://www.zueblin.de/,other,wikidata
Jean-Jacques Henchoz,CEO,Hannover Rück SE,Germany,financial services,,http://www.hannover-re.com/,,,http://www.wikidata.org/entity/Q129153525,http://www.wikidata.org/entity/Q657359,https://www.google.com/search?q=Jean-Jacques+Henchoz+Hannover+R%C3%BCck+SE,C0023,,"Shared group: industries=financial services; countries=Germany, France; companies=Deutsche Börse, Stoic Money",,http://www.hannover-re.com/en/group/about-hannover-re/locations-worldwide/,other,wikidata
Lars Wagner,CEO,MTU Aero Engines,Germany,aviation,,https://www.mtu.de,,,http://www.wikidata.org/entity/Q129153880,http://www.wikidata.org/entity/Q128929,https://www.google.com/search?q=Lars+Wagner+MTU+Aero+Engines,C0028,,"Shared group: industries=aviation; countries=Germany, France; companies=Société Astra, Compagnie générale transaérienne",info@bgm-gmbh.de,https://www.mtu.de/investors/,investor_relations,wikidata
Jean-Yves Parisot,CEO,Symrise,Germany,chemical industry,,http://www.symrise.com/,,https://www.linkedin.com/company/symrise,http://www.wikidata.org/entity/Q129154131,http://www.wikidata.org/entity/Q73251,https://www.google.com/search?q=Jean-Yves+Parisot+Symrise,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",ir@symrise.com,http://www.symrise.com/,investor_relations,wikidata
Daniel Sluga,Founder,Blitz Vinyl,Germany,music industry,,,,,http://www.wikidata.org/entity/Q1292277,http://www.wikidata.org/entity/Q884464,https://www.google.com/search?q=Daniel+Sluga+Blitz+Vinyl,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",,,,wikidata
Eugène Ardant,Founder,Ardant frères,France,,,,,,http://www.wikidata.org/entity/Q129399225,http://www.wikidata.org/entity/Q129400089,https://www.google.com/search?q=Eug%C3%A8ne+Ardant+Ardant+fr%C3%A8res,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Heinz Heise,Founder,Heise Group,Germany,Media,,https://www.heise-gruppe.de/,,,http://www.wikidata.org/entity/Q1294779,http://www.wikidata.org/entity/Q896769,https://www.google.com/search?q=Heinz+Heise+Heise+Group,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",info-hg@heise.de,https://www.heise-gruppe.de/presse/,press,wikidata
Sylvie Montegut,Founder,Boué Soeurs,France,,,,,,http://www.wikidata.org/entity/Q129488858,http://www.wikidata.org/entity/Q28154499,https://www.google.com/search?q=Sylvie+Montegut+Bou%C3%A9+Soeurs,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Erhard Klein,Founder,Galerie Klein,Germany,,,https://www.galerie-klein.de/,,,http://www.wikidata.org/entity/Q129566770,http://www.wikidata.org/entity/Q111359189,https://www.google.com/search?q=Erhard+Klein+Galerie+Klein,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,https://www.galerie-klein.de/impressum.html,press,wikidata
Karsten Brandt,Founder,Donnerwetter.de GmbH,Germany,,,https://www.donnerwetter.at/,,,http://www.wikidata.org/entity/Q1296276,http://www.wikidata.org/entity/Q115256652,https://www.google.com/search?q=Karsten+Brandt+Donnerwetter.de+GmbH,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Piero Bruno,Founder,Bruno Fioretti Marquez,Germany,,,https://bfm.berlin/,,,http://www.wikidata.org/entity/Q129687734,http://www.wikidata.org/entity/Q129690816,https://www.google.com/search?q=Piero+Bruno+Bruno+Fioretti+Marquez,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,https://bfm.berlin/city-forum-euskirchen-2024/,investor_relations,wikidata
José Gutierrez Marquez,Founder,Bruno Fioretti Marquez,Germany,,,https://bfm.berlin/,,,http://www.wikidata.org/entity/Q129689275,http://www.wikidata.org/entity/Q129690816,https://www.google.com/search?q=Jos%C3%A9+Gutierrez+Marquez+Bruno+Fioretti+Marquez,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,https://bfm.berlin/city-forum-euskirchen-2024/,investor_relations,wikidata
Matthieu Salvaggio,Founder,Blaze Type,France,,,https://blazetype.eu,https://www.linkedin.com/in/matthieu-salvaggio-468b25119,https://www.linkedin.com/company/blaze-type,http://www.wikidata.org/entity/Q129793967,http://www.wikidata.org/entity/Q129796789,https://www.google.com/search?q=Matthieu+Salvaggio+Blaze+Type,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",hello@blazetype.eu,https://blazetype.eu/contact,contact,wikidata
Jules Richard,Founder,Jules Richard Instruments,France,,,http://www.jri.fr/en/,,,http://www.wikidata.org/entity/Q129819,http://www.wikidata.org/entity/Q30273829,https://www.google.com/search?q=Jules+Richard+Jules+Richard+Instruments,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Gustav Ullrich,Founder,Stabila,Germany,,,http://www.stabila.de/,,,http://www.wikidata.org/entity/Q129868460,http://www.wikidata.org/entity/Q1247787,https://www.google.com/search?q=Gustav+Ullrich+Stabila,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,http://www.stabila.de/de/service/pressemeldungen.html,press,wikidata
Max Wiedemann,Founder,Wiedemann & Berg Television,Germany,,,https://www.w-b-television.de/,,,http://www.wikidata.org/entity/Q1300333,http://www.wikidata.org/entity/Q2568272,https://www.google.com/search?q=Max+Wiedemann+Wiedemann+%26+Berg+Television,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@w-b.film,https://www.w-b-television.de/impressum,press,wikidata
Joachim Horwath,Founder,Mynaric,Germany,aerospace industry,,https://mynaric.com/,,,http://www.wikidata.org/entity/Q130108757,http://www.wikidata.org/entity/Q54263823,https://www.google.com/search?q=Joachim+Horwath+Mynaric,C0020,,"Shared group: industries=aerospace industry; countries=Germany, France; companies=Airbus DS Geo, Mynaric",investors@mynaric.com,https://mynaric.com/company/contact-us/,investor_relations,wikidata
Dirk Giggenbach,Founder,Mynaric,Germany,aerospace industry,http://www.giggenbach.de/,https://mynaric.com/,,,http://www.wikidata.org/entity/Q130110686,http://www.wikidata.org/entity/Q54263823,https://www.google.com/search?q=Dirk+Giggenbach+Mynaric,C0020,,"Shared group: industries=aerospace industry; countries=Germany, France; companies=Airbus DS Geo, Mynaric",investors@mynaric.com,https://mynaric.com/company/contact-us/,investor_relations,wikidata
Markus Knapek,Founder,Mynaric,Germany,aerospace industry,,https://mynaric.com/,,,http://www.wikidata.org/entity/Q130110960,http://www.wikidata.org/entity/Q54263823,https://www.google.com/search?q=Markus+Knapek+Mynaric,C0020,,"Shared group: industries=aerospace industry; countries=Germany, France; companies=Airbus DS Geo, Mynaric",investors@mynaric.com,https://mynaric.com/company/contact-us/,investor_relations,wikidata
Mustafa Veziroğlu,CEO,Mynaric,Germany,aerospace industry,,https://mynaric.com/,,,http://www.wikidata.org/entity/Q130132098,http://www.wikidata.org/entity/Q54263823,https://www.google.com/search?q=Mustafa+Veziro%C4%9Flu+Mynaric,C0020,,"Shared group: industries=aerospace industry; countries=Germany, France; companies=Airbus DS Geo, Mynaric",investors@mynaric.com,https://mynaric.com/company/contact-us/,investor_relations,wikidata
Christian Bräuer,CEO,Yorck Kinogruppe,Germany,,,https://www.yorck.de/,,,http://www.wikidata.org/entity/Q130212279,http://www.wikidata.org/entity/Q1667854,https://www.google.com/search?q=Christian+Br%C3%A4uer+Yorck+Kinogruppe,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",kontakt@yorck.de,https://www.yorck.de/specials/special-screening-smalltown-girl,investor_relations,wikidata
Charles Schaudel,Founder,Motobloc,France,industrial sector,,,,,http://www.wikidata.org/entity/Q130213352,http://www.wikidata.org/entity/Q527335,https://www.google.com/search?q=Charles+Schaudel+Motobloc,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Antoine Bavier-Chauffour,Founder,Société française des charbonnages du Tonkin,France,mining of hard coal,,,,,http://www.wikidata.org/entity/Q130222427,http://www.wikidata.org/entity/Q16677288,https://www.google.com/search?q=Antoine+Bavier-Chauffour+Soci%C3%A9t%C3%A9+fran%C3%A7aise+des+charbonnages+du+Tonkin,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Heino Brodschelm,CEO,Brodschelm Transport Company,Germany,,,http://www.brodschelm.de/,,,http://www.wikidata.org/entity/Q1302560,http://www.wikidata.org/entity/Q924755,https://www.google.com/search?q=Heino+Brodschelm+Brodschelm+Transport+Company,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Jessica Spaller,CEO,Office technology & office equipment Stiegler,Germany,trade,,https://www.buero-stiegler.de,,,http://www.wikidata.org/entity/Q130265490,http://www.wikidata.org/entity/Q130265280,https://www.google.com/search?q=Jessica+Spaller+Office+technology+%26+office+equipment+Stiegler,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@biophilic-spaces.de,https://www.buero-stiegler.de/wer-wir-sind/#warum-wir,investor_relations,wikidata
Gabriele Stiegler,Founder,Office technology & office equipment Stiegler,Germany,trade,,https://www.buero-stiegler.de,,,http://www.wikidata.org/entity/Q130265499,http://www.wikidata.org/entity/Q130265280,https://www.google.com/search?q=Gabriele+Stiegler+Office+technology+%26+office+equipment+Stiegler,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@biophilic-spaces.de,https://www.buero-stiegler.de/wer-wir-sind/#warum-wir,investor_relations,wikidata
Janette Ostier,Founder,Galerie Janette Ostier,France,,,,,,http://www.wikidata.org/entity/Q130288376,http://www.wikidata.org/entity/Q130288617,https://www.google.com/search?q=Janette+Ostier+Galerie+Janette+Ostier,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Andreas Evertz,CEO,Schenck Process,Germany,,,http://www.schenckprocess.com/,,,http://www.wikidata.org/entity/Q130302562,http://www.wikidata.org/entity/Q2233264,https://www.google.com/search?q=Andreas+Evertz+Schenck+Process,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@qlar.com,http://www.schenckprocess.com/legal-notice,press,wikidata
Jochen Weyrauch,CEO,Schenck Process,Germany,,,http://www.schenckprocess.com/,,,http://www.wikidata.org/entity/Q130302565,http://www.wikidata.org/entity/Q2233264,https://www.google.com/search?q=Jochen+Weyrauch+Schenck+Process,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@qlar.com,http://www.schenckprocess.com/legal-notice,press,wikidata
José Antonio Tazón,CEO,Amadeus IT Group,France,software industry,,http://www.amadeus.com/,,https://www.linkedin.com/company/amadeus,http://www.wikidata.org/entity/Q130304423,http://www.wikidata.org/entity/Q696061,https://www.google.com/search?q=Jos%C3%A9+Antonio+Taz%C3%B3n+Amadeus+IT+Group,C0007,,"Shared group: industries=software industry; countries=France, Germany; companies=Mistral AI, proProduktmanagement GmbH",,,,wikidata
Eugen Mannheim,Founder,Tiergarten Tübingen,Germany,,,,,,http://www.wikidata.org/entity/Q130304955,http://www.wikidata.org/entity/Q2432193,https://www.google.com/search?q=Eugen+Mannheim+Tiergarten+T%C3%BCbingen,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Ulrich Wombacher,Founder,Watergate,Germany,,,http://www.water-gate.de,,,http://www.wikidata.org/entity/Q130314401,http://www.wikidata.org/entity/Q3566680,https://www.google.com/search?q=Ulrich+Wombacher+Watergate,C0070,,Shared group: industries=; countries=Germany; companies=Watergate,info@water-gate.de,http://www.water-gate.de/de/events/power-x-watergate-open-air/watergate-open-air-august.html,investor_relations,wikidata
Gustav Kiepenheuer,Founder,Gustav Kiepenheuer Verlag,Germany,,,,,,http://www.wikidata.org/entity/Q1303185,http://www.wikidata.org/entity/Q1556076,https://www.google.com/search?q=Gustav+Kiepenheuer+Gustav+Kiepenheuer+Verlag,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Gottlieb Tesch,Founder,Gottlieb Tesch GmbH,Germany,,,https://gottliebtesch.de/,,,http://www.wikidata.org/entity/Q130320783,http://www.wikidata.org/entity/Q130550552,https://www.google.com/search?q=Gottlieb+Tesch+Gottlieb+Tesch+GmbH,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,https://gottliebtesch.de/impressum,press,wikidata
Oswald Händel,Founder,Händel und Franke,Germany,,,,,,http://www.wikidata.org/entity/Q130320948,http://www.wikidata.org/entity/Q130320949,https://www.google.com/search?q=Oswald+H%C3%A4ndel+H%C3%A4ndel+und+Franke,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Alfred Zapp,Founder,Zapp und Basarke,Germany,,,,,,http://www.wikidata.org/entity/Q130321124,http://www.wikidata.org/entity/Q130321128,https://www.google.com/search?q=Alfred+Zapp+Zapp+und+Basarke,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Heike Nehl,Founder,Moniteurs,Germany,,,http://www.moniteurs.de/,,,http://www.wikidata.org/entity/Q130336939,http://www.wikidata.org/entity/Q116847826,https://www.google.com/search?q=Heike+Nehl+Moniteurs,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@moniteurs.de,https://www.moniteurs.de/kontakt/,contact,wikidata
Sybille Schlaich,Founder,Moniteurs,Germany,,,http://www.moniteurs.de/,,,http://www.wikidata.org/entity/Q130337160,http://www.wikidata.org/entity/Q116847826,https://www.google.com/search?q=Sybille+Schlaich+Moniteurs,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@moniteurs.de,https://www.moniteurs.de/kontakt/,contact,wikidata
Maxime Blondeau,Founder,Sailcoop,France,location et location-bail d'articles de loisirs et de sport,,https://www.sailcoop.fr/fr/,,,http://www.wikidata.org/entity/Q130345352,http://www.wikidata.org/entity/Q112085812,https://www.google.com/search?q=Maxime+Blondeau+Sailcoop,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,https://www.sailcoop.fr/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.9,press,wikidata
Karl Flesch,Founder,ABG Frankfurt Holding,Germany,housing industry,,http://www.abg-fh.de/,,,http://www.wikidata.org/entity/Q1303842,http://www.wikidata.org/entity/Q287289,https://www.google.com/search?q=Karl+Flesch+ABG+Frankfurt+Holding,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Michael Vogel,Founder,Figurentheater Wilde & Vogel,Germany,,,,,,http://www.wikidata.org/entity/Q130404491,http://www.wikidata.org/entity/Q1412215,https://www.google.com/search?q=Michael+Vogel+Figurentheater+Wilde+%26+Vogel,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Julius Berger,Founder,Julius Berger Tiefbau,Germany,construction,,,,,http://www.wikidata.org/entity/Q1305967,http://www.wikidata.org/entity/Q11729221,https://www.google.com/search?q=Julius+Berger+Julius+Berger+Tiefbau,C0016,,"Shared group: industries=construction; countries=Germany; companies=Züblin, Bilfinger SE",,,,wikidata
Rolf Beyer,CEO,KDO Service GmbH | KDO eG,Germany,IT service,,https://www.kdo.de,,,http://www.wikidata.org/entity/Q130662536,http://www.wikidata.org/entity/Q130663693,https://www.google.com/search?q=Rolf+Beyer+KDO+Service+GmbH,C0042,,"Shared group: industries=IT service; countries=Germany; companies=KDO Service GmbH, KDO eG",info@kdo.de,https://www.kdo.de/impressum,press,wikidata
Wilhelm Reutlinger,Founder,Draht- und Hanfseilfabrik Reutlinger,Germany,ropewalk,,,,,http://www.wikidata.org/entity/Q130729332,http://www.wikidata.org/entity/Q130729364,https://www.google.com/search?q=Wilhelm+Reutlinger+Draht-+und+Hanfseilfabrik+Reutlinger,C0071,,Shared group: industries=ropewalk; countries=Germany; companies=Draht- und Hanfseilfabrik Reutlinger,,,,wikidata
Thomas Levy,Founder,Levy Galerie,Germany,,,https://levy-galerie.de/,,,http://www.wikidata.org/entity/Q130769256,http://www.wikidata.org/entity/Q132192130,https://www.google.com/search?q=Thomas+Levy+Levy+Galerie,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@levy-galerie.de,https://levy-galerie.de/contact/,contact,wikidata
Christian Koch,CEO,Socialnet GmbH,Germany,,,https://www.socialnet.de,,https://www.linkedin.com/company/socialnet-gmbh,http://www.wikidata.org/entity/Q130775172,http://www.wikidata.org/entity/Q136677813,https://www.google.com/search?q=Christian+Koch+Socialnet+GmbH,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,https://www.socialnet.de/impressum.html,press,wikidata
François Poirrier,Founder,Société des Matières Colorantes et Produits Chimiques de Saint-Denis,France,chemical industry,,,,,http://www.wikidata.org/entity/Q13080874,http://www.wikidata.org/entity/Q107188171,https://www.google.com/search?q=Fran%C3%A7ois+Poirrier+Soci%C3%A9t%C3%A9+des+Mati%C3%A8res+Colorantes+et+Produits+Chimiques+de+Saint-Denis,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",,,,wikidata
Alfred Terner,Founder,Hans Alfred Terner jun. GmbH,Germany,,,,,,http://www.wikidata.org/entity/Q130918976,http://www.wikidata.org/entity/Q126961433,https://www.google.com/search?q=Alfred+Terner+Hans+Alfred+Terner+jun.+GmbH,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Paul Brann,Founder,Marionettentheater Münchner Künstler,Germany,,,,,,http://www.wikidata.org/entity/Q1309192,http://www.wikidata.org/entity/Q126073930,https://www.google.com/search?q=Paul+Brann+Marionettentheater+M%C3%BCnchner+K%C3%BCnstler,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Mario Kohle,CEO,Enpal,Germany,energy industry,,http://www.enpal.de,,https://www.linkedin.com/company/enpal,http://www.wikidata.org/entity/Q130995104,http://www.wikidata.org/entity/Q120441746,https://www.google.com/search?q=Mario+Kohle+Enpal,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",info@enpal.de,http://www.enpal.de/impressum,press,wikidata
Air France,Founder,Amadeus IT Group,France,software industry,https://www.airfrance.com/,http://www.amadeus.com/,,https://www.linkedin.com/company/amadeus,http://www.wikidata.org/entity/Q131005,http://www.wikidata.org/entity/Q696061,https://www.google.com/search?q=Air+France+Amadeus+IT+Group,C0007,,"Shared group: industries=software industry; countries=France, Germany; companies=Mistral AI, proProduktmanagement GmbH",,,,wikidata
